400191540, 0.105000, 1.000000, 0.952381, 251.000000, 2510.000000, 10000
400175089, 0.105000, 1.000000, 0.952381, 251.000000, 2510.000000, 10000
400186733, 0.105000, 1.000000, 0.952381, 251.000000, 2510.000000, 10000
400191540, 0.105000, 1.000000, 0.952381, 501.000000, 5010.000000, 20000
400175089, 0.105000, 1.000000, 0.952381, 501.000000, 5010.000000, 20000
400186733, 0.105000, 1.000000, 0.952381, 501.000000, 5010.000000, 20000
400191540, 0.105000, 1.000000, 0.952381, 751.000000, 7510.000000, 30000
400175089, 0.105000, 1.000000, 0.952381, 751.000000, 7510.000000, 30000
400186733, 0.105000, 1.000000, 0.952381, 751.000000, 7510.000000, 30000
400191540, 0.105000, 1.000000, 0.952358, 1001.000000, 10010.000000, 40000
400175089, 0.105000, 1.000000, 0.952358, 1001.000000, 10010.000000, 40000
400186733, 0.105000, 1.000000, 0.952358, 1001.000000, 10010.000000, 40000
400191540, 0.105000, 1.000000, 0.952363, 1251.000000, 12510.000000, 50000
400175089, 0.105000, 1.000000, 0.952363, 1251.000000, 12510.000000, 50000
400186733, 0.105000, 1.000000, 0.952363, 1251.000000, 12510.000000, 50000
400191540, 0.105000, 1.000000, 0.952372, 2501.000000, 25010.000001, 100000
400175089, 0.105000, 1.000000, 0.952372, 2501.000000, 25010.000001, 100000
400186733, 0.105000, 1.000000, 0.952372, 2501.000000, 25010.000001, 100000
400191540, 0.105000, 1.000000, 0.952376, 5001.000000, 50010.000002, 200000
400175089, 0.105000, 1.000000, 0.952376, 5001.000000, 50010.000002, 200000
400186733, 0.105000, 1.000000, 0.952376, 5001.000000, 50010.000002, 200000
400191540, 0.105000, 1.000000, 0.952381, 12501.000000, 125010.000002, 500000
400175089, 0.105000, 1.000000, 0.952381, 12501.000000, 125010.000002, 500000
400186733, 0.105000, 1.000000, 0.952381, 12501.000000, 125010.000002, 500000
400191540, 0.105000, 1.000000, 0.952381, 25000.999992, 250009.999925, 1000000
400175089, 0.105000, 1.000000, 0.952381, 25000.999992, 250009.999925, 1000000
400186733, 0.105000, 1.000000, 0.952381, 25000.999992, 250009.999925, 1000000
