400191540, 0.100000, 1.000000, 1.000000, 1.000000, 10.000000
400175089, 0.100000, 1.000000, 1.000000, 1.000000, 10.000000
400186733, 0.100000, 1.000000, 1.000000, 1.000000, 10.000000
400191540, 0.099000, 0.990000, 1.000000, 0.990000, 10.000000
400175089, 0.099000, 0.990000, 1.000000, 0.990000, 10.000000
400186733, 0.099000, 0.990000, 1.000000, 0.990000, 10.000000
400191540, 0.095000, 0.950000, 1.000000, 0.950000, 10.000000
400175089, 0.095000, 0.950000, 1.000000, 0.950000, 10.000000
400186733, 0.095000, 0.950000, 1.000000, 0.950000, 10.000000
400191540, 0.070000, 0.700000, 1.000000, 0.700000, 10.000000
400175089, 0.070000, 0.700000, 1.000000, 0.700000, 10.000000
400186733, 0.070000, 0.700000, 1.000000, 0.700000, 10.000000
400191540, 0.050000, 0.500000, 1.000000, 0.500000, 10.000000
400175089, 0.050000, 0.500000, 1.000000, 0.500000, 10.000000
400186733, 0.050000, 0.500000, 1.000000, 0.500000, 10.000000
400191540, 0.030000, 0.300000, 1.000000, 0.300000, 10.000000
400175089, 0.030000, 0.300000, 1.000000, 0.300000, 10.000000
400186733, 0.030000, 0.300000, 1.000000, 0.300000, 10.000000
400191540, 0.010000, 0.100000, 1.000000, 0.100000, 10.000000
400175089, 0.010000, 0.100000, 1.000000, 0.100000, 10.000000
400186733, 0.010000, 0.100000, 1.000000, 0.100000, 10.000000
